Body	Label	Score	Translation	Positive	Negative	EmotionRationale
I mean with that specific word, it has several spaces which I imagine will break stuff.It should probably have been on a new line	NEGATIVE	0.9829819798469543	I mean with that specific word, it has several spaces which I imagine will break stuff.<br>It should probably have been on a new line	1	-1	 I[0] mean[0] with[0] that[0] specific[0] word[0] it[0] has[0] several[0] spaces[0] which[0] I[0] imagine[0] will[0] break[0] stuff[0] [[Sentence=-1,1=word max, 1-5]] It[0] should[0] probably[0] have[0] been[0] on[0] a[0] new[0] line[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
the key should be pidfilepath	NEGATIVE	0.9913516044616699	the key should be pidfilepath	1	-1	 the[0] key[0] should[0] be[0] pidfilepath[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
any plans on this getting merged in, i am running into maxconnection limits issues almost everyday.	NEGATIVE	0.997474730014801	any plans on this getting merged in, i am running into maxconnection limits issues almost everyday.	1	-1	 any[0] plans[0] on[0] this[0] getting[0] merged[0] in[0] i[0] am[0] running[0] into[0] maxconnection[0] limits[0] issues[0] almost[0] everyday[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
We weren't planning to backport this change, but it's usually not a good idea to run with more than 20k conns.Have you looked into why your connection load is so heavy?	NEGATIVE	0.9997203350067139	We weren't planning to backport this change, but it's usually not a good idea to run with more than 20k cons.<br>Have you looked into why your connection load is so heavy?	1	-2	 We[0] weren't[0] planning[0] to[0] backport[0] this[0] change[0] but[0] it's[0] usually[0] not[0] a[0] good[1][NegatedDueToPreviousWord] idea[0] to[0] run[0] with[0] more[0] than[0] 20k[0] conns/cons[0] [[Sentence=-2,1=word max, 1-5]] Have[0] you[0] looked[0] into[0] why[0] your[0] connection[0] load[0] is[0] so[0] heavy[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
SERVER-9497 is the ticket associated with this commit	NEGATIVE	0.9871962070465088	SERVER-9497 is the ticket associated with this commit	1	-1	 SERVER[0] -9497[0] is[0] the[0] ticket[0] associated[0] with[0] this[0] commit[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
This log message made my entire evening (during which I was harshly awoken and summoned to fix things). You are a hero, nay, a champion. I salute you.	POSITIVE	0.9966347217559814	This log message made my entire evening (during which I was harshly awoken and summoned to fix things)<br> You are a hero, nay, a champion.<br> I salute you.	3	-1	 This[0] log[0] message[0] made[0] my[0] entire[0] evening[0] during[0] which[0] I[0] was[0] harshly[0] awoken[0] and[0] summoned[0] to[0] fix[0] things[0] [[Sentence=-1,1=word max, 1-5]] You[0] are[0] a[0] hero[2] nay[0] a[0] champion[0] [[Sentence=-1,3=word max, 1-5]] I[0] salute[0] you[0] [[Sentence=-1,1=word max, 1-5]][[[3,-1 max of sentences]]]
Glad I could help, I guess!	POSITIVE	0.997772216796875	Glad I could help, I guess!	2	-1	 Glad[1] I[0] could[0] help[0] I[0] guess[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Hi - just noted that the VC   2010 project still contains references to principal.cpp and wont build.	POSITIVE	0.9987345933914185	Hi - just noted that the VC   2010 project still contains references to principal.<br>chat post and wont build.	1	-1	 Hi[0] just[0] noted[0] that[0] the[0] VC[0] 2010[0] project[0] still[0] contains[0] references[0] to[0] principal[0] [[Sentence=-1,1=word max, 1-5]] cpp/cp[0] and[0] wont[0] build[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Excellent :)	POSITIVE	0.9998304843902588	Excellent Excellent	5	-1	 Excellent[3][+1 Emoticon] [[Sentence=-1,5=word max, 1-5]][[[5,-1 max of sentences]]]
should we enable this now?	NEGATIVE	0.9932786226272583	should we enable this now?	1	-1	 should[0] we[0] enable[0] this[0] now[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Yes.Already spoken to greg about this.On Tue, Sep 17, 2013 at 6:16 AM, Gianfranco Palumbo  notifications@github.com  wrote:  should we enable this now?      Reply to this email directly or view it on GitHubhttps://github.com/mongodb/mongo/commit/c34d5a987b25ec72b989077769435404ad7d3608#commitcomment-4110206  .	NEGATIVE	0.9925228357315063	Yes.<br>Already spoken to greg about this.<br>On Tue, Sep 17, 2013 at 6:16 AM, Gianfranco Palumbo  notifications@github.<br>com  wrote:  should we enable this now?<br>      Reply to this email directly or view it on GitHubhttps://github.<br>com/mongodb/mongo/commit/c34d5a987b25ec72b98907769435404ad7d3608#commitcomment-4110206  .	1	-1	 Yes[0] [[Sentence=-1,1=word max, 1-5]] Already[0] spoken[0] to[0] greg[0] about[0] this[0] [[Sentence=-1,1=word max, 1-5]] On[0] Tue[0] Sep[0] 17[0] 2013[0] at[0] 6[0] :16[0] AM[0] Gianfranco[0] Palumbo[0] notifications@github[0] [[Sentence=-1,1=word max, 1-5]] com[0] wrote[0] should[0] we[0] enable[0] this[0] now[0] [[Sentence=-1,1=word max, 1-5]] Reply[0] to[0] this[0] email[0] directly[0] or[0] view[0] it[0] on[0] GitHubhttps[0] ://github[0] [[Sentence=-1,1=word max, 1-5]] com/mongodb/mongo/commit/c34d5a987b25ec72b989077769435404ad7d3608#commitcomment/com/mongodb/mongo/commit/c34d5a987b25ec72b98907769435404ad7d3608#commitcomment[0] -4110206[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Great!	POSITIVE	0.999869167804718	Great!	3	-1	 Great[2] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Whoot! Thanks Matt	POSITIVE	0.9997215867042542	Whoot!<br> Thanks Matt	2	-1	 Whoot[0] [[Sentence=-1,1=word max, 1-5]] Thanks[1] Matt[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Are you planning to get this timedWaitToBeNotified() function back?	NEGATIVE	0.9995335936546326	Are you planning to get this timedWaitToBeNotified( function back?	1	-1	 Are[0] you[0] planning[0] to[0] get[0] this[0] timedWaitToBeNotified[0] function[0] back[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
(cherry-picked from commit 6a3d6d0affbff6249caa50897dcbe325eb45aea9)	NEGATIVE	0.9879338145256042	(cherry-picked from commit 6a3d6d0affbff6249ca50897dcbe325eb45aea9)	1	-1	 cherry[0] picked[0] from[0] commit[0] 6a3d6d0affbff6249caa50897dcbe325eb45aea9/6a3d6d0affbff6249ca50897dcbe325eb45aea9[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
This is actually for SERVER-13753 I believe.	NEGATIVE	0.9865289330482483	This is actually for SERVER-13753 I believe.	1	-1	 This[0] is[0] actually[0] for[0] SERVER[0] -13753[0] I[0] believe[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Is there a reason a new snapshot is created after committing a unit, instead of in beginUnitOfWork()?	NEGATIVE	0.9994596838951111	Is there a reason a new snapshot is created after committing a unit, instead of in beginUnitOfWork(	1	-1	 Is[0] there[0] a[0] reason[0] a[0] new[0] snapshot[0] is[0] created[0] after[0] committing[0] a[0] unit[0] instead[0] of[0] in[0] beginUnitOfWork[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Can you take a look at patch: https://reviews.facebook.net/D21381 and see whether the interface works for you?	NEGATIVE	0.9887557029724121	Can you take a look at patch: https://reviews.<br>facebook.<br>net/D21381 and see whether the interface works for you?	1	-1	 Can[0] you[0] take[0] a[0] look[0] at[0] patch[0] https[0] ://reviews[0] [[Sentence=-1,1=word max, 1-5]] facebook[0] [[Sentence=-1,1=word max, 1-5]] net/D21381[0] and[0] see[0] whether[0] the[0] interface[0] works[0] for[0] you[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Do you expect "status.IsNotFound()" is possible here? I assume the handling of corruption or IOException should be different from NotFound.	NEGATIVE	0.9983222484588623	Do you expect "status.<br>IsNotFound( is possible here?<br> I assume the handling of corruption or IOException should be different from NotFound.	1	-3	 Do[0] you[0] expect[0] status[0] [[Sentence=-1,1=word max, 1-5]] IsNotFound[0] is[0] possible[0] here[0] [[Sentence=-1,1=word max, 1-5]] I[0] assume[0] the[0] handling[0] of[0] corruption[-2] or[0] IOException[0] should[0] be[0] different[0] from[0] NotFound[0] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
rocksdb::DB::GetLiveFilesMetaData() can return you information about the LSM tree, including each files' level and key range.	NEGATIVE	0.9801819324493408	rocksdb:DB:GetLiveFilesMetaData( can return you information about the LSM tree, including each files' level and key range.	1	-1	 rocksdb[0] DB[0] GetLiveFilesMetaData[0] can[0] return[0] you[0] information[0] about[0] the[0] LSM[0] tree[0] including[0] each[0] files'[0] level[0] and[0] key[0] range[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
I cannot think of any way of doing that. What's the use case of that? We can consider whether adding something like can help.	NEGATIVE	0.9992837905883789	I cannot think of any way of doing that.<br> What's the use case of that?<br> We can consider whether adding something like can help.	2	-1	 I[0] cannot[0] think[0] of[0] any[0] way[0] of[0] doing[0] that[0] [[Sentence=-1,1=word max, 1-5]] What's[0] the[0] use[0] case[0] of[0] that[0] [[Sentence=-1,1=word max, 1-5]] We[0] can[0] consider[0] whether[0] adding[0] something[0] like[1] can[0] help[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Is a shorter separator possible with your key structure?	NEGATIVE	0.9990845322608948	Is a shorter separator possible with your key structure?	1	-1	 Is[0] a[0] shorter[0] separator[0] possible[0] with[0] your[0] key[0] structure[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Usually, the best practice is to check _iterator.status() if it is not valid, and handle the case like corruption or IOException accordingly.	NEGATIVE	0.9968759417533875	Usually, the best practice is to check _iterator.<br>status( if it is not valid, and handle the case like corruption or IOException accordingly.	2	-3	 Usually[0] the[0] best[1] practice[0] is[0] to[0] check[0] _iterator[0] [[Sentence=-1,2=word max, 1-5]] status[0] if[0] it[0] is[0] not[0] valid[0] and[0] handle[0] the[0] case[0] like[1] corruption[-2] or[0] IOException[0] accordingly[0] [[Sentence=-3,2=word max, 1-5]][[[2,-3 max of sentences]]]
What's the problem of it?	NEGATIVE	0.9997192025184631	What's the problem of it?	1	-2	 What's[0] the[0] problem[-1] of[0] it[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
 _checkStatus()?	NEGATIVE	0.9962018728256226	 _checkStatus(	1	-1	 _checkStatus[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
This return value is a little bit confusing to me. KeyMayExist() does bloom filter check so that even true is returned, the key still may not exist in the DB. Is it what this comment line mean?	NEGATIVE	0.9994449615478516	This return value is a little bit confusing to me.<br> KeyMayExist( does bloom filter check so that even true is returned, the key still may not exist in the DB.<br> Is it what this comment line mean?	2	-2	 This[0] return[0] value[1] is[0] a[0] little[0] bit[0] confusing[-1] to[0] me[0] [[Sentence=-2,2=word max, 1-5]] KeyMayExist[0] does[0] bloom[0] filter[0] check[0] so[0] that[0] even[0] true[1] is[0] returned[0] the[0] key[0] still[0] may[0] not[0] exist[0] in[0] the[0] DB[0] [[Sentence=-1,2=word max, 1-5]] Is[0] it[0] what[0] this[0] comment[0] line[0] mean[0] [[Sentence=-1,1=word max, 1-5]][[[2,-2 max of sentences]]]
Hi, I'm glad to be able to see the progress. I have some inline comments.Another question: last Tuesday, I heard someone said that RecoveryUnit::isCommitNeeded() is going away. Is it still going to happen?	NEGATIVE	0.985393762588501	Hi, I'm glad to be able to see the progress.<br> I have some inline comments.<br>Another question: last Tuesday, I heard someone said that RecoveryUnit:isCommitNeeded( is going away.<br> Is it still going to happen?	2	-1	 Hi[0] I'm[0] glad[1] to[0] be[0] able[0] to[0] see[0] the[0] progress[0] [[Sentence=-1,2=word max, 1-5]] I[0] have[0] some[0] inline[0] comments[0] [[Sentence=-1,1=word max, 1-5]] Another[0] question[0] last[0] Tuesday[0] I[0] heard[0] someone[0] said[0] that[0] RecoveryUnit[0] isCommitNeeded[0] is[0] going[0] away[0] [[Sentence=-1,1=word max, 1-5]] Is[0] it[0] still[0] going[0] to[0] happen[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
Is it merged already? If it is, can you point me the revision?	NEGATIVE	0.9977506995201111	Is it merged already?<br> If it is, can you point me the revision?	1	-1	 Is[0] it[0] merged[0] already[0] [[Sentence=-1,1=word max, 1-5]] If[0] it[0] is[0] can[0] you[0] point[0] me[0] the[0] revision[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
A question inline.	NEGATIVE	0.9769257307052612	A question inline.	1	-1	 A[0] question[0] inline[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
I think so, but it will take some experimentation to be sure.	NEGATIVE	0.9872423410415649	I think so, but it will take some experimentation to be sure.	1	-1	 I[0] think[0] so[0] but[0] it[0] will[0] take[0] some[0] experimentation[0] to[0] be[0] sure[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
No. The RecordID[1] passed in to RecordStore::updateRecord should always be valid. Inserting / upserting is handled in the higher level code.[1] RecordID is currently spelled DiskLoc, but we plan to change that soon.	NEGATIVE	0.9981533288955688	No.<br> The RecordID[1] passed in to RecordStore:updateRecord should always be valid.<br> Inserting / upserting is handled in the higher level code.[1] RecordID is currently spelled DiskLoc, but we plan to change that soon.	1	-1	 No[0] [[Sentence=-1,1=word max, 1-5]] The[0] RecordID[1][0] passed[0] in[0] to[0] RecordStore[0] updateRecord[0] should[0] always[0] be[0] valid[0] [[Sentence=-1,1=word max, 1-5]] Inserting[0] /[0] upserting[0] is[0] handled[0] in[0] the[0] higher[0] level[0] code[0] .[1][0] RecordID[0] is[0] currently[0] spelled[0] DiskLoc[0] but[0] we[0] plan[0] to[0] change[0] that[0] soon[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
I think that will cover the usecase for this function.	NEGATIVE	0.9976201057434082	I think that will cover the usecase for this function.	1	-1	 I[0] think[0] that[0] will[0] cover[0] the[0] usecase[0] for[0] this[0] function[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
We have a user-facing "touch" command that allows users to preload specified data and/or indexes in to memory in an efficieint manner. For now leaving this as a no-op should be acceptable as it is for optimization, not correctness.	NEGATIVE	0.9988096356391907	We have a user-facing "touch" command that allows users to preload specified data and/or indexes in to memory in an efficieint manner.<br> For now leaving this as a no-op should be acceptable as it is for optimization, not correctness.	1	-1	 We[0] have[0] a[0] user[0] facing[0] touch[0] command[0] that[0] allows[0] users[0] to[0] preload[0] specified[0] data[0] and/or[0] indexes[0] in[0] to[0] memory[0] in[0] an[0] efficieint[0] manner[0] [[Sentence=-1,1=word max, 1-5]] For[0] now[0] leaving[0] this[0] as[0] a[0] no[0] op[0] should[0] be[0] acceptable[0] as[0] it[0] is[0] for[0] optimization[0] not[0] correctness[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Probably in this case, but these IDs are only 8 bytes, so it may not buy too much. The index comparator would probably be a more usefull optimization, but it is trickier.Either way, seems like an optimization that can wait.	NEGATIVE	0.9991204738616943	Probably in this case, but these IDs are only 8 bytes, so it may not buy too much.<br> The index comparator would probably be a more useful optimization, but it is trickier.<br>Either way, seems like an optimization that can wait.	2	-2	 Probably[0] in[0] this[0] case[0] but[0] these[0] IDs[0] are[0] only[0] 8[0] bytes[0] so[0] it[0] may[0] not[0] buy[0] too[0] much[0] [[Sentence=-1,1=word max, 1-5]] The[0] index[0] comparator[0] would[0] probably[0] be[0] a[0] more[0] usefull/useful[1] optimization[0] but[0] it[0] is[0] trickier[-1] [[Sentence=-2,2=word max, 1-5]] Either[0] way[0] seems[0] like[1] an[0] optimization[0] that[0] can[0] wait[0] [[Sentence=-1,2=word max, 1-5]][[[2,-2 max of sentences]]]
It is somewhat unclear what operations on an Iterator require checking status(). Why not just return a rocksdb::Status from the ones that do?	NEGATIVE	0.9987642168998718	It is somewhat unclear what operations on an Iterator require checking status(<br> Why not just return a rocksdb:Status from the ones that do?	1	-2	 It[0] is[0] somewhat[0] unclear[-1] what[0] operations[0] on[0] an[0] Iterator[0] require[0] checking[0] status[0] [[Sentence=-2,1=word max, 1-5]] Why[0] not[0] just[0] return[0] a[0] rocksdb[0] Status[0] from[0] the[0] ones[0] that[0] do[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
Need to decide if these should always be fatal or if there are some failure modes that are acceptable.	NEGATIVE	0.9993863105773926	Need to decide if these should always be fatal or if there are some failure modes that are acceptable.	1	-3	 Need[0] to[0] decide[0] if[0] these[0] should[0] always[0] be[0] fatal[-2] or[0] if[0] there[0] are[0] some[0] failure[-2][--1 LastWordBoosterStrength] modes[0] that[0] are[0] acceptable[0] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
@RedBeard0531 the iterator interface comes from LevelDB. I don't know the answer:)	NEGATIVE	0.9988629221916199	@RedBeard0531 the iterator interface comes from LevelDB.<br> I don't know the answeranswer	2	-1	 @RedBeard0531[0] the[0] iterator[0] interface[0] comes[0] from[0] LevelDB[0] [[Sentence=-1,1=word max, 1-5]] I[0] don't[0] know[0] the[0] answer[0][+1 Emoticon] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
The return value is basically only used for corruption checking, as it should always be true (except for special cases involving background indexing where it is ignored entirely). We may be able to just remove the return value for this method.Basically, it is always ok for this function to return true (although index corruption may go unnoticed), but it should only return false when sure that the key doesn't exist since that can indicate an error.	NEGATIVE	0.8992549180984497	The return value is basically only used for corruption checking, as it should always be true (except for special cases involving background indexing where it is ignored entirely)<br> We may be able to just remove the return value for this method.<br>Basically, it is always ok for this function to return true (although index corruption may go unnoticed) but it should only return false when sure that the key doesn't exist since that can indicate an error.	2	-3	 The[0] return[0] value[1] is[0] basically[0] only[0] used[0] for[0] corruption[-2] checking[0] as[0] it[0] should[0] always[0] be[0] true[1] except[0] for[0] special[1] cases[0] involving[0] background[0] indexing[0] where[0] it[0] is[0] ignored[0] entirely[0] [[Sentence=-3,2=word max, 1-5]] We[0] may[0] be[0] able[0] to[0] just[0] remove[0] the[0] return[0] value[1] for[0] this[0] method[0] [[Sentence=-1,2=word max, 1-5]] Basically[0] it[0] is[0] always[0] ok[0] for[0] this[0] function[0] to[0] return[0] true[1] although[0] index[0] corruption[-2] may[0] go[0] unnoticed[-1] but[0] it[0] should[0] only[0] return[0] false[0] when[0] sure[0] that[0] the[0] key[0] doesn't[0] exist[0] since[0] that[0] can[0] indicate[0] an[0] error[-1] [[Sentence=-3,2=word max, 1-5]][[[2,-3 max of sentences]]]
@siying You may also be interested in https://github.com/mongodb/mongo/commit/e970e918c5300a13360edb57a88871b02dbe5982Yes, isCommitNeeded() and commitIfNeeded() will be going away soon. Possibly this week.	NEGATIVE	0.9968067407608032	@siying You may also be interested in https://github.<br>com/mongodb/mongo/commit/e970e918c5300a13360edb57a8871b02dbe5982Yes, isCommitNeeded( and commitIfNeeded( will be going away soon.<br> Possibly this week.	2	-1	 @siying[0] You[0] may[0] also[0] be[0] interested[1] in[0] https[0] ://github[0] [[Sentence=-1,2=word max, 1-5]] com/mongodb/mongo/commit/e970e918c5300a13360edb57a88871b02dbe5982Yes/com/mongodb/mongo/commit/e970e918c5300a13360edb57a8871b02dbe5982Yes[0] isCommitNeeded[0] and[0] commitIfNeeded[0] will[0] be[0] going[0] away[0] soon[0] [[Sentence=-1,1=word max, 1-5]] Possibly[0] this[0] week[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
@RedBeard0531here is my understanding. A snapshot is technically correct from any time before the first read/write in a transaction (correct me if I'm wrong). The later the snapshot is declared, the performance of RocksDB is likely to be better, because outstanding snapshots during a RocksDB mem table flushing will force us to keep two copies. Seems to me that it will also better for MongoDB since it is less counter-intuitive for users.	NEGATIVE	0.9791569113731384	@RedBeard0531here is my understanding.<br> A snapshot is technically correct from any time before the first read/write in a transaction (correct me if I'm wrong)<br> The later the snapshot is declared, the performance of RocksDB is likely to be better, because outstanding snapshots during a RocksDB mem table flushing will force us to keep two copies.<br> Seems to me that it will also better for MongoDB since it is less counter-intuitive for users.	3	-2	 @RedBeard0531here[0] is[0] my[0] understanding[0] [[Sentence=-1,1=word max, 1-5]] A[0] snapshot[0] is[0] technically[0] correct[0] from[0] any[0] time[0] before[0] the[0] first[0] read/write[0] in[0] a[0] transaction[0] correct[0] me[0] if[0] I'm[0] wrong[-1] [[Sentence=-2,1=word max, 1-5]] The[0] later[0] the[0] snapshot[0] is[0] declared[0] the[0] performance[0] of[0] RocksDB[0] is[0] likely[0] to[0] be[0] better[0] because[0] outstanding[2] snapshots[0] during[0] a[0] RocksDB[0] mem[0] table[0] flushing[0] will[0] force[-1] us[0] to[0] keep[0] two[0] copies[0] [[Sentence=-2,3=word max, 1-5]] Seems[0] to[0] me[0] that[0] it[0] will[0] also[0] better[0] for[0] MongoDB[0] since[0] it[0] is[0] less[0] counter[0] intuitive[0] for[0] users[0] [[Sentence=-1,1=word max, 1-5]][[[3,-2 max of sentences]]]
@RedBeard0531 thanks. I'll take a look at https://github.com/mongodb/mongo/commit/e970e918c5300a13360edb57a88871b02dbe5982	POSITIVE	0.804458737373352	@RedBeard0531 thanks.<br> I'll take a look at https://github.<br>com/mongodb/mongo/commit/e970e918c5300a13360edb57a8871b02dbe5982	2	-1	 @RedBeard0531[0] thanks[1] [[Sentence=-1,2=word max, 1-5]] I'll[0] take[0] a[0] look[0] at[0] https[0] ://github[0] [[Sentence=-1,1=word max, 1-5]] com/mongodb/mongo/commit/e970e918c5300a13360edb57a88871b02dbe5982/com/mongodb/mongo/commit/e970e918c5300a13360edb57a8871b02dbe5982[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
Actually a snapshot is lazily constructed on first use at line 140 below. This is just "refreshing" the snapshot to reflect the WriteBatch we just committed so that _snapshot or _writeBatch will have the latest copy of anything we wrote to.	POSITIVE	0.993975818157196	Actually a snapshot is lazily constructed on first use at line 140 below.<br> This is just "refreshing" the snapshot to reflect the WriteBatch we just committed so that _snapshot or _writeBatch will have the latest copy of anything we wrote to.	1	-2	 Actually[0] a[0] snapshot[0] is[0] lazily[-1] constructed[0] on[0] first[0] use[0] at[0] line[0] 140[0] below[0] [[Sentence=-2,1=word max, 1-5]] This[0] is[0] just[0] refreshing[0] the[0] snapshot[0] to[0] reflect[0] the[0] WriteBatch[0] we[0] just[0] committed[0] so[0] that[0] _snapshot[0] or[0] _writeBatch[0] will[0] have[0] the[0] latest[0] copy[0] of[0] anything[0] we[0] wrote[0] to[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
@RedBeard0531 can you give more context about why people want to do it? I understand that by issuing a touch before issuing the query, the extra query time will be reduced. But the total time that a user needs to spend on waiting is not reduced, right?Again, technically, it is technically possible for us to add a feature to warm to cache for a column family. Just try to understand the exact use case.	NEGATIVE	0.9758664965629578	@RedBeard0531 can you give more context about why people want to do it?<br> I understand that by issuing a touch before issuing the query, the extra query time will be reduced.<br> But the total time that a user needs to spend on waiting is not reduced, right?<br>Again, technically, it is technically possible for us to add a feature to warm to cache for a column family.<br> Just try to understand the exact use case.	1	-1	 @RedBeard0531[0] can[0] you[0] give[0] more[0] context[0] about[0] why[0] people[0] want[0] to[0] do[0] it[0] [[Sentence=-1,1=word max, 1-5]] I[0] understand[0] that[0] by[0] issuing[0] a[0] touch[0] before[0] issuing[0] the[0] query[0] the[0] extra[0] query[0] time[0] will[0] be[0] reduced[0] [[Sentence=-1,1=word max, 1-5]] But[0] the[0] total[0] time[0] that[0] a[0] user[0] needs[0] to[0] spend[0] on[0] waiting[0] is[0] not[0] reduced[0] right[0] [[Sentence=-1,1=word max, 1-5]] Again[0] technically[0] it[0] is[0] technically[0] possible[0] for[0] us[0] to[0] add[0] a[0] feature[0] to[0] warm[0] to[0] cache[0] for[0] a[0] column[0] family[0] [[Sentence=-1,1=word max, 1-5]] Just[0] try[0] to[0] understand[0] the[0] exact[0] use[0] case[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
PS here is a post about it: http://blog.mongodb.org/post/44706549534/mongodb-tip-the-touch-command	NEGATIVE	0.9898291826248169	PS here is a post about it: http://blog.<br>mongodb.<br>org/post/44706549534/mongodb-tip-the-touch-command	1	-1	 PS[0] here[0] is[0] a[0] post[0] about[0] it[0] http[0] ://blog[0] [[Sentence=-1,1=word max, 1-5]] mongodb[0] [[Sentence=-1,1=word max, 1-5]] org/post/44706549534/mongodb[0] tip[0] the[0] touch[0] command[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
@RedBeard0531probably I have some misunderstanding about how RecoveryUnit is used. In my understanding, after removing CommitIfNeeded(), one transaction will use one RecoveryUnit, which includes one snapshot and one write batch. commitUnitOfWork() will be called when committing one transaction, and the refreshed _snapshot will be used by the next transaction, if we want to reuse the recovery unit. Am I understand correctly?	NEGATIVE	0.9980887174606323	@RedBeard0531probably I have some misunderstanding about how RecoveryUnit is used.<br> In my understanding, after removing CommitIfNeeded( one transaction will use one RecoveryUnit, which includes one snapshot and one write batch.<br> commitUnitOfWork( will be called when committing one transaction, and the refreshed _snapshot will be used by the next transaction, if we want to reuse the recovery unit.<br> Am I understand correctly?	1	-1	 @RedBeard0531probably[0] I[0] have[0] some[0] misunderstanding[-1][--1 LastWordBoosterStrength] about[0] how[0] RecoveryUnit[0] is[0] used[0] [[Sentence=-1,1=word max, 1-5]] In[0] my[0] understanding[0] after[0] removing[0] CommitIfNeeded[0] one[0] transaction[0] will[0] use[0] one[0] RecoveryUnit[0] which[0] includes[0] one[0] snapshot[0] and[0] one[0] write[0] batch[0] [[Sentence=-1,1=word max, 1-5]] commitUnitOfWork[0] will[0] be[0] called[0] when[0] committing[0] one[0] transaction[0] and[0] the[0] refreshed[0] _snapshot[0] will[0] be[0] used[0] by[0] the[0] next[0] transaction[0] if[0] we[0] want[0] to[0] reuse[0] the[0] recovery[0] unit[0] [[Sentence=-1,1=word max, 1-5]] Am[0] I[0] understand[0] correctly[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
